#RPLIDAR SCAN DATA
#COUNT=500
#Angule	Distance	Quality
359.7473 5187.0 188
0.4669 5243.0 188
1.1700 5298.0 188
1.8732 5347.0 188
2.5928 5401.0 188
3.2959 5456.0 188
3.9990 5507.0 188
4.7186 5564.0 188
5.4218 5625.0 188
6.1249 5681.0 188
6.8390 5742.0 188
7.5421 5808.0 188
8.2452 5865.0 188
8.9648 5928.0 188
9.6680 6005.0 188
10.3711 6081.0 188
11.0907 6155.0 188
11.7938 6232.0 188
12.4969 6319.0 188
13.2166 6409.0 188
13.9197 6500.0 188
14.6228 6597.0 188
15.3424 6698.0 188
16.0455 6804.0 188
16.7651 6916.0 188
17.4683 6999.0 188
18.1714 6990.0 188
18.8855 6919.0 188
19.5886 6854.0 188
20.2917 6799.0 188
21.0114 6746.0 188
21.7145 6694.0 188
22.4176 6640.0 188
23.1372 6588.0 188
23.8403 6545.0 188
24.5435 6500.0 188
25.2631 6451.0 188
25.9662 6404.0 188
26.6693 6363.0 188
27.3889 6324.0 188
28.0920 6284.0 188
28.8116 6248.0 188
29.5148 6211.0 188
30.2344 6175.0 188
30.9375 6141.0 188
31.6516 6110.0 188
32.3547 6078.0 188
33.0743 6049.0 188
33.7939 6022.0 188
34.4971 5993.0 188
35.2167 5964.0 188
35.9198 5938.0 188
36.6394 5916.0 188
37.3425 5892.0 188
38.0621 5867.0 188
38.7762 5844.0 188
39.4794 5826.0 188
40.1990 5808.0 188
40.9021 5790.0 188
41.6217 5773.0 188
42.3248 5756.0 188
43.0444 5741.0 188
43.7640 5728.0 188
44.4672 5715.0 188
45.1868 5702.0 188
45.8899 5691.0 188
46.6040 5680.0 188
47.3071 5670.0 188
48.0267 5664.0 188
48.7463 5656.0 188
49.4495 5648.0 188
50.1691 5641.0 188
50.8722 5637.0 188
51.5918 5631.0 188
52.2949 5629.0 188
53.0145 5629.0 188
53.7341 5627.0 188
54.4373 5626.0 188
55.1514 5626.0 188
55.8545 5629.0 188
56.5741 5632.0 188
57.2937 5634.0 188
57.9968 5638.0 188
58.7000 5643.0 188
59.4031 5650.0 188
60.1062 5656.0 188
60.8093 5664.0 188
61.5125 5672.0 188
62.2321 5679.0 188
62.9352 5690.0 188
63.6383 5701.0 188
64.3414 5713.0 188
65.0446 5727.0 188
65.7477 5740.0 188
66.4508 5754.0 188
67.1704 5768.0 188
67.8735 5778.0 188
70.6860 4837.0 188
71.3892 4856.0 188
72.1088 4867.0 188
72.8119 4883.0 188
73.5150 4905.0 188
74.2181 4922.0 188
74.9213 4943.0 188
75.6244 4967.0 188
76.3385 4991.0 188
77.0416 5016.0 188
77.7448 5042.0 188
78.4479 5067.0 188
79.1510 5094.0 188
79.8541 5122.0 188
80.5573 5155.0 188
81.2769 5187.0 188
81.9800 5216.0 188
82.6831 5245.0 188
83.3862 5196.0 188
84.0894 5070.0 188
84.7925 4956.0 188
85.5121 4849.0 188
