#RPLIDAR SCAN DATA
#COUNT=499
#Angule	Distance	Quality
359.4012 3636.0 188
0.1044 3636.0 188
0.8240 3636.0 188
1.5271 3634.0 188
2.2302 3633.0 188
2.9498 3635.0 188
3.6530 3637.0 188
4.3726 3639.0 188
5.0757 3641.0 188
5.7788 3644.0 188
6.4984 3647.0 188
7.2015 3652.0 188
7.9211 3655.0 188
8.6243 3660.0 188
9.3274 3667.0 188
10.0415 3673.0 188
10.7446 3682.0 188
11.4642 3689.0 188
12.1674 3697.0 188
12.8705 3706.0 188
13.5901 3715.0 188
14.2932 3724.0 188
15.0128 3737.0 188
15.7159 3750.0 188
16.4355 3762.0 188
17.1222 3776.0 188
17.8253 3790.0 188
18.5284 3802.0 188
19.2316 3816.0 188
19.9347 3832.0 188
20.6378 3848.0 188
21.3409 3865.0 188
22.0441 3884.0 188
22.7472 3904.0 188
23.4338 3924.0 188
24.1370 3943.0 188
24.8401 3964.0 188
25.5432 3987.0 188
26.2463 4011.0 188
26.9495 4033.0 188
27.6526 4058.0 188
28.3557 4085.0 188
29.0588 4110.0 188
29.7620 4137.0 188
30.4486 4165.0 188
31.1517 4192.0 188
31.8549 4222.0 188
32.5580 4254.0 188
33.2611 4287.0 188
33.9642 4320.0 188
34.6674 4354.0 188
35.3705 4391.0 188
36.0736 4429.0 188
36.7767 4468.0 188
37.4634 4508.0 188
38.1665 4548.0 188
38.8696 4591.0 188
39.5728 4638.0 188
40.2759 4687.0 188
40.9790 4736.0 188
41.6821 4786.0 188
42.3853 4838.0 188
43.0884 4903.0 188
43.7915 4967.0 188
44.4946 5024.0 188
45.1978 5084.0 188
45.9174 5144.0 188
46.6370 5209.0 188
47.3401 5274.0 188
48.0597 5343.0 188
48.7793 5416.0 188
49.4824 5484.0 188
50.2020 5556.0 188
50.9216 5626.0 188
51.6248 5703.0 188
52.3389 5788.0 188
53.0585 5879.0 188
53.7781 5977.0 188
54.4812 6075.0 188
55.2008 6173.0 188
55.9204 6274.0 188
56.6235 6387.0 188
57.3431 6509.0 188
58.0573 6628.0 188
58.7604 6758.0 188
59.4800 6831.0 188
60.1996 6803.0 188
60.9192 6746.0 188
