#RPLIDAR SCAN DATA
#COUNT=450
#Angule	Distance	Quality
359.3573 4760.0 188
0.0769 4731.0 188
0.7800 4720.0 188
1.4996 4759.0 188
2.2028 4726.0 188
7.8717 4190.0 188
8.5913 4157.0 188
9.2944 4127.0 188
9.9976 4100.0 188
10.7172 4073.0 188
11.4203 4048.0 188
12.1399 4025.0 188
12.8430 4001.0 188
13.5461 3981.0 188
14.2603 3985.0 188
14.9634 4051.0 188
15.6830 4122.0 188
16.3861 4130.0 188
17.1057 4108.0 188
17.7924 4089.0 188
18.4955 4070.0 188
19.1986 4051.0 188
19.9017 4034.0 188
20.6049 4017.0 188
21.3080 4001.0 188
22.0111 3992.0 188
22.7142 4036.0 188
23.4174 4071.0 188
24.1205 4056.0 188
24.8236 4045.0 188
25.5267 4032.0 188
26.2299 4020.0 188
26.9165 4011.0 188
27.6196 4002.0 188
28.3228 3992.0 188
29.0259 3985.0 188
29.7290 3980.0 188
30.4321 3974.0 188
31.1353 3968.0 188
31.8384 3962.0 188
32.5415 3956.0 188
33.2446 3953.0 188
33.9478 3950.0 188
34.6509 3947.0 188
35.3540 3944.0 188
36.0461 3943.0 188
36.7493 3942.0 188
37.4524 3941.0 188
38.1555 3942.0 188
38.8586 3944.0 188
39.5618 3946.0 188
40.2649 3948.0 188
40.9680 3951.0 188
41.6711 3953.0 188
42.3743 3958.0 188
43.0774 3963.0 188
43.7805 3968.0 188
44.4836 3975.0 188
45.1868 3978.0 188
46.6040 3814.0 188
47.3236 3804.0 188
48.0432 3803.0 188
48.7463 3814.0 188
49.4659 3823.0 188
50.1855 3831.0 188
50.9052 3841.0 188
51.6083 3850.0 188
52.3279 3864.0 188
53.0420 3887.0 188
53.7616 3912.0 188
54.4647 3949.0 188
55.9039 4162.0 188
56.6235 4180.0 188
57.3267 4200.0 188
58.0463 4218.0 188
58.7604 4236.0 188
59.4800 4258.0 188
60.1831 4282.0 188
60.9027 4305.0 188
61.6223 4327.0 188
62.3419 4352.0 188
63.0450 4378.0 188
63.7646 4403.0 188
64.4843 4432.0 188
65.1984 4462.0 188
65.9015 4490.0 188
66.6211 4520.0 188
67.3407 4554.0 188
68.0603 4588.0 188
68.7634 4621.0 188
