#RPLIDAR SCAN DATA
#COUNT=461
#Angule	Distance	Quality
359.6979 5940.0 188
0.3900 6007.0 188
1.0931 6075.0 188
1.7963 6146.0 188
2.4994 6219.0 188
3.2025 6290.0 188
3.8892 6364.0 188
4.5923 6446.0 188
5.2954 6531.0 188
5.9985 6615.0 188
7.3883 11635.0 188
8.0914 11641.0 188
8.7946 11655.0 188
9.4977 11673.0 188
10.2008 11685.0 188
10.9039 11701.0 188
11.5906 11721.0 188
12.2772 11741.0 188
12.9803 11770.0 188
13.6670 11794.0 188
14.3701 11815.0 188
15.0623 11844.0 188
15.7654 11873.0 188
17.8418 12000.0 188
23.4009 7187.0 188
24.7961 6724.0 188
25.4828 6579.0 188
26.1859 6421.0 188
26.8726 6367.0 188
31.0419 4300.0 188
31.7450 4319.0 188
33.8269 4054.0 188
34.5300 3970.0 188
35.2167 3886.0 188
35.9198 3806.0 188
36.6064 3737.0 188
37.3096 3656.0 188
37.9962 3582.0 188
38.6993 3522.0 188
39.4025 3462.0 188
40.1056 3402.0 188
40.8087 3341.0 188
42.2150 3065.0 188
42.9181 3089.0 188
43.6212 3121.0 188
44.3243 3152.0 188
45.0275 3178.0 188
45.7306 3208.0 188
46.4502 3245.0 188
47.1533 3282.0 188
47.8564 3321.0 188
48.5596 3384.0 188
49.2627 3406.0 188
49.9658 3367.0 188
50.6689 3327.0 188
51.3721 3288.0 188
52.0752 3253.0 188
52.7783 3220.0 188
53.4979 3187.0 188
54.2010 3155.0 188
54.9042 3125.0 188
55.6073 3095.0 188
56.3104 3066.0 188
57.0135 3038.0 188
57.7167 3011.0 188
58.4198 2985.0 188
59.1229 2958.0 188
59.8260 2932.0 188
60.5457 2908.0 188
61.2488 2885.0 188
61.9519 2863.0 188
62.6550 2841.0 188
63.3582 2822.0 188
64.0613 2803.0 188
64.7644 2781.0 188
65.4675 2762.0 188
66.1707 2744.0 188
66.8903 2724.0 188
67.5769 2705.0 188
68.2800 2712.0 188
68.9667 2742.0 188
69.6698 2763.0 188
70.3564 2752.0 188
71.0596 2712.0 188
71.7462 2681.0 188
72.4493 2669.0 188
73.1360 2659.0 188
73.8391 2649.0 188
74.5312 2641.0 188
75.2344 2631.0 188
75.9210 2622.0 188
76.6241 2612.0 188
77.3108 2604.0 188
78.0139 2599.0 188
78.7006 2592.0 188
79.4037 2584.0 188
80.0903 2578.0 188
80.7935 2572.0 188
81.4966 2569.0 188
82.1832 2584.0 188
82.8864 2597.0 188
83.5730 2594.0 188
84.2761 2577.0 188
84.9683 2555.0 188
85.6714 2544.0 188
86.3580 2538.0 188
87.0612 2531.0 188
87.7478 2530.0 188
88.4509 2533.0 188
89.1376 2528.0 188
89.8407 2521.0 188
90.5273 2518.0 188
91.2305 2517.0 188
91.9171 2516.0 188
92.6202 2513.0 188
93.3124 2510.0 188
94.0155 2508.0 188
94.7186 2506.0 188
95.4053 2508.0 188
96.1084 2510.0 188
96.7950 2510.0 188
97.4982 2510.0 188
98.1848 2513.0 188
98.8879 2526.0 188
99.5746 2539.0 188
100.2777 2543.0 188
100.9644 2520.0 188
101.6675 2476.0 188
102.3541 2459.0 188
103.0573 2464.0 188
103.7494 2473.0 188
104.4525 2480.0 188
105.1392 2488.0 188
105.8423 2493.0 188
106.5289 2502.0 188
107.2321 2498.0 188
107.9187 2491.0 188
108.6218 2496.0 188
109.3085 2505.0 188
110.0116 2515.0 188
110.6982 2523.0 188
111.4014 2532.0 188
112.0935 2542.0 188
112.7966 2551.0 188
113.4833 2559.0 188
114.1864 2569.0 188
114.8730 2581.0 188
115.5762 2614.0 188
116.2628 2647.0 188
116.9659 2662.0 188
117.6526 2676.0 188
118.3557 2675.0 188
119.7455 2537.0 188
120.4321 2505.0 188
121.1353 2514.0 188
121.8274 2530.0 188
122.5305 2548.0 188
123.2172 2563.0 188
123.9203 2579.0 188
124.6234 2596.0 188
125.3265 2615.0 188
126.0297 2636.0 188
126.7328 2657.0 188
127.4359 2678.0 188
128.1390 2701.0 188
128.8422 2726.0 188
129.5453 2751.0 188
130.2484 2777.0 188
130.9515 2803.0 188
131.6547 2831.0 188
132.3578 2860.0 188
133.0609 2887.0 188
133.7640 2915.0 188
134.4672 2937.0 188
135.1703 2917.0 188
135.8734 2868.0 188
136.5601 2824.0 188
137.2632 2788.0 188
137.9663 2752.0 188
138.6694 2715.0 188
139.3726 2683.0 188
140.0757 2651.0 188
141.4819 830.0 188
142.1851 815.0 188
142.8882 803.0 188
143.5913 796.0 188
144.2944 791.0 188
144.9976 788.0 188
145.7007 786.0 188
146.4038 784.0 188
147.1069 785.0 188
147.8101 789.0 188
148.5132 793.0 188
149.2163 797.0 188
149.9194 803.0 188
150.6226 813.0 188
151.3092 826.0 188
152.0123 838.0 188
152.6990 841.0 188
153.4021 835.0 188
154.0887 841.0 188
154.7919 845.0 188
155.4950 835.0 188
156.1871 834.0 188
156.8903 835.0 188
157.5769 832.0 188
158.2800 829.0 188
158.9667 827.0 188
159.6698 823.0 188
160.3729 818.0 188
161.0596 818.0 188
161.7627 817.0 188
162.4493 810.0 188
163.1525 819.0 188
163.8391 834.0 188
164.5422 840.0 188
165.2454 850.0 188
166.6406 2006.0 188
167.3273 2001.0 188
168.0304 1993.0 188
168.7170 1987.0 188
169.4202 1980.0 188
170.1233 1975.0 188
170.8099 1970.0 188
171.5131 1962.0 188
172.1997 1957.0 188
172.9028 1953.0 188
173.5895 1949.0 188
174.2926 1945.0 188
174.9957 1941.0 188
175.6824 1936.0 188
176.3855 1933.0 188
177.0776 1930.0 188
177.7808 1927.0 188
178.4839 1925.0 188
179.1870 1924.0 188
179.8901 1924.0 188
180.5933 1921.0 188
181.2964 1918.0 188
181.9995 1917.0 188
182.7026 1917.0 188
183.4058 1917.0 188
184.1199 1917.0 188
184.8230 1917.0 188
185.5261 1918.0 188
186.2292 1920.0 188
186.9324 1921.0 188
187.6355 1924.0 188
188.3386 1926.0 188
189.0417 1927.0 188
189.7614 1930.0 188
190.4645 1933.0 188
191.1676 1936.0 188
191.8707 1940.0 188
192.5739 1944.0 188
193.2770 1949.0 188
193.9801 1953.0 188
194.6832 1958.0 188
195.4028 1964.0 188
196.1060 1968.0 188
196.8091 1973.0 188
197.5122 1980.0 188
198.2153 1987.0 188
198.9185 1994.0 188
199.6216 2001.0 188
200.3247 2007.0 188
201.0443 2015.0 188
201.7474 2024.0 188
202.4506 2032.0 188
203.1537 2041.0 188
203.8568 2050.0 188
204.5599 2059.0 188
205.2631 2068.0 188
205.9662 2078.0 188
206.6858 2090.0 188
207.3724 2100.0 188
208.0756 2109.0 188
208.7622 2122.0 188
209.4653 2136.0 188
210.1520 2149.0 188
210.8551 2161.0 188
211.5582 2172.0 188
212.2449 2186.0 188
212.9480 2202.0 188
213.6401 2215.0 188
214.3433 2230.0 188
215.0464 2247.0 188
215.7330 2264.0 188
216.4362 2283.0 188
217.1228 2300.0 188
217.8259 2318.0 188
218.5291 2336.0 188
219.2157 2357.0 188
219.9188 2380.0 188
220.6055 2402.0 188
221.3086 2426.0 188
222.0117 2449.0 188
222.6984 2474.0 188
223.4015 2499.0 188
224.0936 2523.0 188
224.7968 2550.0 188
225.4999 2580.0 188
226.1865 2608.0 188
226.8896 2636.0 188
227.5763 2667.0 188
228.2794 2699.0 188
228.9825 2738.0 188
229.6692 2776.0 188
230.3723 2813.0 188
231.0590 2850.0 188
231.7621 2887.0 188
232.4652 2927.0 188
233.1519 2970.0 188
233.8550 3013.0 188
234.5581 3059.0 188
235.2448 3110.0 188
235.9479 3160.0 188
236.6510 3211.0 188
237.3431 3260.0 188
238.0463 3309.0 188
238.7494 3304.0 188
239.4525 3257.0 188
240.1392 3241.0 188
240.8423 3250.0 188
247.8241 3989.0 188
248.5272 4098.0 188
249.2303 4216.0 188
250.6201 4933.0 188
253.4216 5563.0 188
254.8279 4294.0 188
255.5145 4238.0 188
256.2177 4222.0 188
257.6074 5457.0 188
258.3105 5439.0 188
259.0137 5422.0 188
259.7168 5404.0 188
260.4034 5389.0 188
261.1066 5374.0 188
261.8097 5359.0 188
262.5128 5351.0 188
264.6057 41.0 188
268.1049 58.0 188
272.2961 3435.0 188
272.9993 3371.0 188
273.7024 3302.0 188
274.4055 3234.0 188
275.0922 3184.0 188
275.7953 3174.0 188
276.4984 3196.0 188
277.2015 3223.0 188
277.9047 3248.0 188
278.5913 3277.0 188
279.2944 3282.0 188
280.7007 4414.0 188
281.3873 4377.0 188
282.0905 4345.0 188
282.7936 4329.0 188
283.4967 4311.0 188
284.1998 4275.0 188
284.8865 4268.0 188
286.2927 4917.0 188
286.9958 4883.0 188
287.6825 4858.0 188
288.3856 4866.0 188
289.0887 4937.0 188
289.7919 4989.0 188
290.4950 4963.0 188
291.1871 4928.0 188
291.8903 4899.0 188
292.5934 4869.0 188
293.2965 4839.0 188
293.9832 4811.0 188
294.6863 4786.0 188
295.3894 4759.0 188
296.0925 4734.0 188
297.4823 4486.0 188
298.1854 4441.0 188
298.8885 4420.0 188
299.5752 4399.0 188
300.2783 4378.0 188
300.9814 4359.0 188
301.6846 4338.0 188
302.3712 4323.0 188
303.0743 4313.0 188
303.7775 4310.0 188
304.4806 4338.0 188
305.1672 4418.0 188
305.8704 4468.0 188
306.5735 4461.0 188
307.2766 4448.0 188
307.9688 4437.0 188
308.6719 4427.0 188
310.0781 2722.0 188
310.7648 2706.0 188
311.4679 2705.0 188
312.1710 2732.0 188
313.5608 2535.0 188
314.2639 2520.0 188
314.9670 2519.0 188
315.6702 2521.0 188
317.0599 4455.0 188
317.7631 4462.0 188
318.4662 4462.0 188
319.1528 4462.0 188
319.8560 4464.0 188
320.5591 4468.0 188
321.2622 4470.0 188
321.9653 4474.0 188
322.6520 4480.0 188
323.3551 4485.0 188
324.0582 4490.0 188
324.7614 4495.0 188
325.4645 4502.0 188
326.1676 4511.0 188
326.8542 4518.0 188
327.5574 4525.0 188
328.2605 4533.0 188
328.9636 4544.0 188
329.6667 4555.0 188
330.3699 4566.0 188
331.0620 4579.0 188
331.7651 4592.0 188
332.4683 4605.0 188
333.1714 4619.0 188
333.8745 4636.0 188
334.5612 4652.0 188
335.2643 4668.0 188
335.9674 4687.0 188
336.6705 4706.0 188
337.3737 4726.0 188
338.0768 4749.0 188
338.7634 4771.0 188
339.4666 4792.0 188
340.1697 4812.0 188
340.8728 4836.0 188
341.5759 4861.0 188
342.2791 4886.0 188
342.9657 4912.0 188
343.6688 4942.0 188
344.3719 4975.0 188
345.0751 5004.0 188
345.7782 5035.0 188
346.4813 5066.0 188
347.1680 5097.0 188
347.8711 5133.0 188
348.5742 5169.0 188
349.2773 5208.0 188
349.9805 5247.0 188
350.6836 5286.0 188
351.3867 5326.0 188
352.0898 5367.0 188
352.7930 5412.0 188
353.4961 5462.0 188
354.1992 5510.0 188
354.9023 5556.0 188
355.6055 5606.0 188
356.3086 5659.0 188
357.0117 5715.0 188
357.7148 5774.0 188
358.4180 5834.0 188
359.1211 5893.0 188
